GrantNumber;UseInspired_Comment;UseInspired_Inventor;UseInspired_LicenseType;UseInspired_Owner;UseInspired_PatentDecisionDate;UseInspired_PatentNumber;UseInspired_PatentOwnerDescription;UseInspired_PatentStatus;UseInspired_PriorityDate;UseInspired_ReviewerActivityType;UseInspired_Title;UseInspired_Type;UseInspired_Url;UseInspired_Year;UseInspiredId
159031;"Independent Evaluation of the Planning, Organisation and Management of the Humanitarian Assistance of the German Federal Foreign Office in the Context of the Syria Crisis ";;;;;;;;;Other administration / public sector;German Federal Foreign Office, Division for Humanitarian Assistance and Humanitarian Demining (S09);Expert/reviewer activity;;2016;3BFC68DB-B1E5-40E6-B099-01873DD17594
188210;Redakteur bei der Zeitschrift Kunst+Architektur;;;;;;;;;Other foundations / NGOs;Gesellschaft für Schweizerische Kunstgeschichte;Expert/reviewer activity;https://www.gsk.ch/de/zeitschrift-ka.html;2020;81D5877E-6681-42A9-83F4-AE658C191BFB
181761;;;;;;;;;;;Phobys;Software;https://www.phobys.com/;2021;94452BAE-1977-4373-9782-9F9FC0527713
172130;;;;;;;;;;;Création de brochures pédagogiques (non-éditées) à destination des classes du DIP (Primaire, Secondaire I et II) participant aux Ateliers Haïku. Une des finalités de ce projet est d'aider à la vulgarisation scientifique de la thèse (après sa soutenance), à destination du jeune public.;Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);;;08D47A47-376E-4B15-A2BB-A09180B4C70D
188131;Researcher and editor (freelance) for the European Pavilion Project;;;;;;;;;Other foundations / NGOs;European Cultural Foundation;Expert/reviewer activity;;2021;902D6A45-27A3-4890-A009-FF1A22274DE2
152094;beratendes Mitglied der wissenschaftlichen Begleitgruppe des Runden Tisches für die Opfer von fürsorgerischen Zwangsmassnahmen;;;;;;;;;Other administration / public sector;Bundesamts für Justiz EJPD;Expert/reviewer activity;http://www.fuersorgerischezwangsmassnahmen.ch/pdf/Vorschlaege_Organisation_de.pdf;2014;19D84423-BCF2-46BA-9A05-E48989F31184
192059;;;;;;;;;;;"Prototype d'une passerelle arc précontrainte construite avec du béton de réemploi
Rôle: construction, documentation et analyse";Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);https://www.epfl.ch/labs/sxl/index-html/research/reuse-of-concrete/;;5EBCB1DE-4407-4A7A-90F2-C21504345A78
159024;"Im Rahmen einer 20% Anstellung als wissenschaftliche Mitarbeiterin/ Co-Kuratorin habe ich für das Ausstellungsprojekt ""Die Russische Revolution und die Schweiz"" (AT, Eröffnung Februar 2017) ein Grobkonzept erstellt und Objekte für die Ausstellung recherchiert. ";;;;;;;;;Other administration / public sector;"Landesmuseum Zürich ";Expert/reviewer activity;;2015;E4998DBB-EFD5-42F0-838E-1D702E984608
155506;Gutachten zur Strategie des Ministeriums in Bezug auf Einzahlungsentscheidungen in Treuhandfonds bei der Weltbank;;;;;;;;;Other administration / public sector;Bundesministerium für wirtschaftliche Entwicklung und Zusammenarbeit;Expert/reviewer activity;http://star-www.giz.de/cgi-bin/starfetch.exe?bk4MFrNFTmYIWUITPeaCSi.i@b02@gJQ1@OSqp2sYZnVPZIVbdxCxPDiXCXDpVAkANyJm27ITaCSYlFKhIs@U@PmnhvEraCGARcntXukeyhng9Kqnc4ziOCc.dqOI7OiOP2E1PYEUvEL.pO.@1raTmHhT1;2014;48CAB704-31E0-46EB-BF01-2778B29B9EF4
172130;;;;;;;;;;;"""La littérature mondiale, histoire d’un concept et avenir des études littéraires"" (enseignement online dirigé par le prof. Jérôme David, Université de Genève)

La mise en ligne de ce MOOC (Masive Open Online Course) est en cours de préparation. J'y ai mené plusieurs entretiens consacrés au haïku dans le monde occidental.";Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);https://moocs.unige.ch/liste-de-cours/cours-en-preparation/;;9D8F9B54-5A94-4174-82EA-D61EAB3BB7A1
168915;;;;;;;;;;;"Bühler, J. L., Maghsoodi, H., & McAdams, D. P. (2017). The Relationship Narrative Interview (RNI): A manual to assess romantic partners’ relationship stories. Unpublished manuscript, Northwestern University, Evanston, IL. ";Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);https://osf.io/tf2d5/;;1351CBE7-466F-41B8-A7A0-E9201C18AFAA
146331;;;;;;;;;;;PredictHaplo: open source software package for reconstructing HIV haplotypes from NGS sequencing data.;Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);http://bmda.cs.unibas.ch/HivHaploTyper/index.html;;FC223D06-6078-4C68-9D09-185816D153FC
125499;;;;Other;;13/448,630;;;2012-04-17T00:00:00Z;;METHOD AND APPARATUS FOR GENERATING A SIGNAL INDICATIVE OF MOTION OF A SUBJECT IN MRI;Patent;;2012;3ED9F704-481E-402B-AB72-CC5E7A8D2BBF
125499;;;;Other;;"2009E13462 DE / 200918015 ";;;2010-01-15T00:00:00Z;;"MOTION ROBUST AND EXTERNAL PERTURBATION ROBUST METHOD FOR FAST MAGNETIC RESONANCE THERMOMETRY ";Patent;;2010;5B19EFFB-9094-4A8C-933F-A2F509567DD7
146331;;;;;;;;;;;HaploClique: open-source software for viral quasispecies assembly via maximal clique finding, a method to reconstruct viral haplotypes and detect large insertions and deletions from NGS data.;Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);http://www.silva.bsse.ethz.ch/cbg/software/HaploClique;;6A5F5045-7732-47DA-BEBD-A34ABF698A28
125499;;;;Other;;US 13/206,867;;;2011-08-10T00:00:00Z;;METHOD FOR TEMPERATURE CONTROL IN MAGNETIC RESONANCE-GUIDED ULTRASOUND THERAPY;Patent;;2011;6B4F8C56-4080-4CF1-ACAD-BB6852979B12
125499;;;;Other;;"US 13/303,872 ";;;2011-11-23T00:00:00Z;;METHOD AND SYSTEM FOR GUIDED SHIELDING OF A PATIENT VOLUME FROM ULTRASOUND ENERGY;Patent;;2011;CCA9F8CD-50A2-4945-97D3-C08AAF5E48BF
125499;;;;Other;;"US 12,758,151 ";;;2010-04-12T00:00:00Z;;"METHOD AND APPARATUS FOR MAGNETIC RESONANCE GUIDED HIGH INTENSITY FOCUSED ULTRASOUND FOCUSING ";Patent;;2010;E53B0870-CF6E-435D-A5C1-529EB5E8D149
136073;;;;;;;;;;;Antimicrobial pens made of copper;Start-up;http://copperpen.ch;2011;E9245616-892D-4C0C-9245-C9E459C9CF23
156915;;"Doucey, Marie-Agnès; Xenarios, Ioannis";;Grant holder / project staff;2016-06-23T00:00:00Z;EP14198399.9;"Doucey, Marie-Agnès; Xenarios, Ioannis";Granted;2015-12-15T00:00:00Z;;Adoptive immunotherapy for treating cancer;Patent;;2015;C06F4AD5-B1E2-48BC-9442-95A18921CAFF
120904;;;;Research institution;;EP11168634.1;;;2011-06-03T00:00:00Z;;Particular mannose derivatives as antagonists of bacterial adhesion;Patent;;2011;AD0AF9E5-BE19-40FA-ACE7-022A02546B82
132259;;;;Grant holder / project staff;;;;;;;"copyright sur la Toolbox ";Other copyrights;;2015;3F885D0E-E034-424E-AAEB-9DA4279D4934
125499;;;;Other;;"US 12/916,731 ";;;2010-11-01T00:00:00Z;;SHIELD FOR AN ULTRASOUND TRANSDUCER FOR IN A MAGNETIC RESONANCE SYSTEM;Patent;;2010;20E60621-A64A-4395-9D20-8B3A562630BC
125499;;;;Other;;"US 12/35,996 ";;;2010-07-14T00:00:00Z;;METHOD AND GEL COMPOSITION TO PREVENT REFLECTION OF HIFU AT TISSUE-AIR INTERFACE;Patent;;2010;0F3CFF0D-2F80-475B-85B7-8EB6091F7DC9
143097;;;;;;;;;;;Biotag;Start-up;http://biotag.nl/en/home-2/;2018;7481BD50-0DE7-4E19-8285-DC7603F9A09F
143145;;;;;;;;;;;The computerized economic experiment represents farmers’ decision situations and developed for the policy analysis package. It is available at http://peatgame.ethz.ch. The monitoring of the experiment is done through a console page http://peatgame.ethz.ch/console. The experiment can be either played with 2 players or run as a full experiment. From the console, the experiment can be selected as static, dynamic, framed, or unframed mode in French, German, or English.;Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);http://peatgame.ethz.ch;;1BAF54E4-D79C-4EE0-89C9-AF884D6A4268
143144;Reviewing of project for the Evaluation Committee of Toxicology / Ecotoxicology of the French National Research Agency (ANR);;;;;;;;;Other administration / public sector;Agence Nationale de la Recherche (ANR), F;Expert/reviewer activity;;2016;80A5FE96-FD07-42CD-8293-073FD06A7211
143062;"Strategie Antibiotikaresistenzen Schweiz: 
Massnahmenplan 3.5.2: Grundlagen zu Eintrag, Persistenz und Aktivität von Antibiotika und resistenten Keimen in Hofdünger, Boden und Wasser schaffen
";;;;;;;;;Other administration / public sector;Bundesamt für Umwelt BAFU;Expert/reviewer activity;http://www.bag.admin.ch/themen/medizin/14226/index.html?lang=de;2015;7DC877FE-1AEF-43B4-A0BF-57BE8A82329F
143062;"Empfohlene Handlungsmassnahmen und Stossrichtungen für flächendeckende Bodeninformationen in der Schweiz,  Thematische AG Bodeninformation im Rahmen der Bodenstrategie Schweiz, Bundesamt für Umwelt

";;;;;;;;;Other administration / public sector;Bundesamt für Umwelt BAFU;Expert/reviewer activity;;2014;5D13EF7C-1ECB-4DFD-88E6-B948BA6BE6E0
143092;;;;;;;;;;;Tool for 3D visualizations in real-time;Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);;;DCF847F3-9F45-4B10-8399-2758C2EAEC88
143092;;;;;;;;;;;A GIS-based platform to distribute settlement development areas considering Ecosystem Services;Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);https://www.palm.ethz.ch;;A1EEB852-93CA-41B9-A159-26DDCB8F5684
143768;;;;;;;;;;;godon;Software;https://bitbucket.org/Davydov/godon;2016;E9564954-924B-4BC8-BF02-98953EC368A2
143062;"FactSheet: Über die Zulassung von aus Klärschlammaschen zurückgewonnenen P-Düngern.
FactSheet zu Händen Bundesamt für Landwirtschaft im Rahmen der Zulassung von Düngemittel.";;;;;;;;;Other administration / public sector;Amtes für Abfall, Wasser, Energie und Luft (AWEL) Kanton Zürich;Expert/reviewer activity;;2014;2E1A589F-C6D7-420A-AA32-7BC4974FAC9F
143062;"Begutachtung externer Bericht zum Cd-Eintrag in Böden über Mineraldünger.
(Cadmium in mineral fertilisers – human and environmental risk update, SCAHT 2014)
Relevanz der neuen Markterhebung zur Qualität der P-Mineraldünger.

";;;;;;;;;Other administration / public sector;Bundesamt für Landwirtschaft;Expert/reviewer activity;;2014;D6760E57-5F8D-4844-8C5E-2183AE34D8FC
157872;;;;;;;;;;;"Outil d'aide à la décision territoriale Compsoil ";Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);http://dev-compsoil.heig-vd.ch:8080/;;58E58B20-D605-419D-8DF3-35E0756E5C16
166329;;;;;;;;;;;A hard plastic platform in polystyrene has been fabricated using injection molding for the analysis of large compound libraries.  The new platform allows to simultaneously record up to 16 chips in parallel, which corresponds to 128 conditions using a single instrument. The new solution enables to continuously evaluate the antischistomal activity of the test drugs over 72 h.;Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);;;410F323C-168B-4F1D-9F6B-18A04E48522F
126231;;;;;;;;;;;"Behandlung hyperthermer und hypertensiver Reaktionen im Zusammenhang mit Psychostimulanzien: Carvedilol reduziert eine MDMA-induzierte Erhöhung der Körpertemperatur und die kardiostiulierende Wirkung von MDMA (Ecstasy). Es wird empfohlen, diese Substanz bei Hyperthermen Reaktionen im Zusammenhang mit Amphetamine-Vergiftungen einzusetzen. ";Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);http://www.ncbi.nlm.nih.gov/pubmed/22404145;;8236493E-DED6-48E0-B2FA-E998DD872417
158428;;;;;;;;;;;OASIS: Fast online deconvolution of calcium imaging data;Software;https://github.com/j-friedrich/OASIS;2016;F86602DE-6F49-4E7D-9DE0-DF3C3CA93DE5
143096;;;;;;;;;;;geoGAM: Select Sparse Geoadditive Models for Spatial Prediction;Software;https://cran.r-project.org/web/packages/geoGAM/index.html;2016;3B1B4FE0-635E-4CB8-B0FD-0A14B4342C4D
177920;;Ralvenius, William;;Research institution;;62/900,328;MIT;Pending;2019-09-13T00:00:00Z;;SYSTEMS AND ASSAYS FOR IDENTIFYING PU.1 INHIBITORS;Patent;;2019;CC375611-D209-49A9-8437-5F4580E16D9C
143062;Factsheet „Boden und Pflanzenschutzmittel „ (Postulat Moser). Aktionsplan zur Risikoreduktion und nachhaltigen Anwendung von Pflanzenschutzmitteln Bericht des Bundesrates in Erfüllung des Postulates Moser vom 16. März 2012 (12.3299);;;;;;;;;Other administration / public sector;Bundesamt für Umwelt BAFU;Expert/reviewer activity;http://www.blw.admin.ch/dokumentation/00018/00201/index.html?lang=de;2015;60E1785E-4B3B-46DA-9AE8-E48A7DD5B10C
143122;;;;;;;;;;;"Documentation of technical and biological slope stabilisation based on practical work and scientific investigations experienced in one of our long-term study areas. ";Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);http://www.wsl.ch/fe/gebirgshydrologie/wildbaeche/projekte/SOSTANH/docu_soil_bioengineering.pdf;;6150897D-B742-47F7-BB7E-5D0B8F946657
147905;;Malojcic, Goran;;Research institution;;1;Harvard University, Princeton University;Pending;2014-08-02T00:00:00Z;;Lipopolysaccharide analogs and methods of using same;Patent;;2014;498352F3-2DBE-482A-9A10-5799A9D65195
143122;;;;;;;;;;;"Guide to  the ""Best Practice Excursion ""Gangbach"" (Schächental, Uri)"" providing information on and recommendations for practical measures in respect of protection against superficial landslides in a specific area highly susceptible to superficial soil failure.";Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);http://www.wsl.ch/fe/gebirgshydrologie/wildbaeche/projekte/SOSTANH/report_gangbach_excursion_140613.pdf;;75802BC9-604C-4DE0-B2B0-FBFFC45A2EF8
158429;Anonymous external reader (book manuscript);;;;;;;;;Industry / private companies;Ohio Univesity Press;Expert/reviewer activity;;2016;ED1A8839-A148-4256-91A0-009FFB9828A6
143025;;;;;;;;;;;"Publication of a non-scientific article for the Swiss magazine GeoPanorama, Platform Geosciences, Swiss Academy of Sciences (SCNAT), Edition: 2/2014; 
Topic: Waldgeschichte und Kohlenstoff im Boden - auf der Suche nach möglichen Zusammenhängen, Authors: Sia Gosheva, Frank Hagedorn, Urs Gimmi, Lorenz Walthert, Stephan Zimmermann";Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);http://www.geosciences.scnat.ch/index.php?lang=en&nav1=2&nav2=25&nav3=0;;164BE93E-999E-49D8-A32D-68575229475E
158429;Article reviewer;;;;;;;;;Other administration / public sector;PMLA;Expert/reviewer activity;;2015;5C6FB3FB-E60B-45C4-8358-0808B6264C1D
143122;;;;;;;;;;;Besonderes Anliegen des Forschungsprojektes SOSTANAH ist es, Ergebnisse zur Schutzwirkung von Vegetation vor flachgründigen Rutschungen der Praxis zugänglich zu machen. Urs Braschler und Karl Grunder der Begleitgruppe haben deshalb eine Exkursion in die Buochserribi (NW) organisiert. Hauptsächliches Ziel war es, zusammen mit Interessierten aus der Praxis die konsequent durchgeführten Pflegearbeiten im Jungwald der ingenieurbiologisch gesicherten Ribieinhänge zu besichtigen und zu diskutieren.;Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);https://www.wsl.ch/fe/gebirgshydrologie/wildbaeche/projekte/SOSTANH/Buochserrubi;;47EC1AA8-B7D4-4E80-ACEB-C73368C9880F
158429;Article Reviewer;;;;;;;;;Other administration / public sector;Modernism/modernity;Expert/reviewer activity;;2015;232BA13B-5206-4864-A3C1-17971E168FBD
143092;;;;;;;;;;;The cockpit of the virtual decision support tool of OPSOL;Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);http://infocockpit.ethz.ch/;;39335719-FCDD-4A0F-AA45-C50882584A75
180631;Member of the Evaluation Committee of the 4th Call for Action “Science and Society” – Emblematic Action – “Interventions to address the economic and social consequences of the COVID-19 pandemic” in the Research Area “Society”;;;;;;;;;Other foundations / NGOs;Hellenic Foundation for Research and Innovation;Expert/reviewer activity;https://www.elidek.gr/en/2020/12/23/emblematic-action-interventions-to-address-the-economic-and-social-effects-of-the-covid-19-pandemic-evaluation-pending-4th-call-for-action-science-and-society/;2021;A9BD0F36-C0B3-4614-B5AA-CABF6239F25D
180631;"Concept ""emergency accommodation of homeless people"" in a rented hotel to implement the BAG requirements of COVID 19. Concept includes safety issues (self-isolation; self-quarantine; hygiene) and social health issues (living in a ""hotel"" after years of street homelessness).";;;;;;;;;Other administration / public sector;Welfare Department Canton Basel-Stadt;Expert/reviewer activity;https://www.htr.ch/story/kanton-basel-stadt-nutzt-hotel-als-notschlafstelle-27268.html;2020;130908EB-DCAB-4077-912C-DA23571B6D6B
166888;;"Kampouri, Stavroula; Nguyen, Ngoc Tu; Stylianou, Kyriakos";;Research institution;;P317gPC00;;Pending;2018-07-06T00:00:00Z;;PHOTOCATALYTIC SYSTEM;Patent;;2018;9A063175-FEB6-43CF-A847-5D8A2162D019
180568;;;;;;;;;;;"article for the web-portal “Integration in Croatia” of “Udruga MI and UNHCR”about the conference organised with the MoSE in November 2020: ";Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);https://www.irh.hr/menu-sadrzaj/2/projekti/740-odrzana-konferencija-skolska-integracija-djece-izbjeglica-izazovi-i-moguca-rjesenja;;73715560-00BC-436B-8522-863FB71FEE10
180631;"This comparative report provides a detailed insight into the regulation and quality of homelessness services in Europe based on questionnaire responses from 16 European Union member states (including Croatia for the first time in 2019). Specifically, it examines the standards used in different countries and the systems used to enforce those standards in relation to homelessness services.  ";;;;;;;;;Other foundations / NGOs;European Observatory on Homelessness FEANSTA;Expert/reviewer activity;https://www.feantsaresearch.org/en/comparative-studies/2020/02/25/comparative-studies-on-homelessness-number-9-2019;2019;D70AB2AC-EA13-4518-A041-A234787797B3
180631;Appointed to the scientific advisory committee of the COVID-19 programme to support organisations in favour of people without shelter, who need hosting structures and services that meet the requirements for protection against infection, as well as people who have no assets and who, due to restrictions, have suffered loss of income that is not covered by the Confederation's relief measures or by social security (donations: SFR. 38 million).;;;;;;;;;Other foundations / NGOs;Glückskette / chaine de bonheur / Solidarity Chain;Expert/reviewer activity;https://www.glueckskette.ch/sammlungen/coronavirus/;2020;82FCDCA1-9C01-4590-9FBE-A5B92A273585
180631;;;;;;;;;;;Volunteer work with around 20 students of social work to maintain the services for homeless people in the city of Basel. As a result of the COVID 19 regulations issued by the Federal Office of Public Health, the services had discontinued or greatly reduced their activities. With the help of the students, it was possible to maintain the services and, in some cases, to allow them to take place again in their full capacity.;Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);https://www.fhnw.ch/de/die-fhnw/hochschulen/soziale-arbeit/news/studierende-der-hochschule-fuer-soziale-arbeit-fhnw-halten-basler-obdachlosenhilfe-aufrecht;;925C4496-B327-4509-A198-ADEFFEBAD792
135726;;;;;;;;;;;"New GMBA Portal with Map of Life (still under development) to access biodiversity data in mountains  ";Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);http://mountains.map-of-life.appspot.com/;;BEAA1349-72AD-49F2-A754-95F86D1E763A
137456;Country of Origin Information Report. Asylum application document.;;;;;;;;;;National Service and State Institutions in Eritrea;Expert/reviewer activity;;2012;3E167488-7832-451A-BF44-FB2E4B0FF597
137456;Audit of COIS OGN 2012 on Eritrea. Asylum application document.;;;;;;;;;;Review of  Operational Guidance Notes Eritrea 2012.;Expert/reviewer activity;;2012;370564F1-C3F1-4FF3-8ADA-4CE360926F7C
166888;;Stylianou, Kyriakos;;Research institution;;EP18168544.7;;Pending;2018-04-20T00:00:00Z;;Selective adsorption of carbon dioxide by a metal-organic framework;Patent;;2018;736A7A0A-E31C-4F44-A37F-D876B1F28317
137456;Audit of 2012 COIS report on Eritrea. Asylum application document.;;;;;;;;;;Review of Country of Origin Information Eritrea 2012;Expert/reviewer activity;;2012;F23DA9DA-10BA-4689-9151-B3FC706991FC
144935;;Eberli, Daniel;;Research institution;;PCT/EP2011/061389;;Granted;2013-01-01T00:00:00Z;;Prevention of bacterial adherence and growth in an urological implant;Patent;;2013;71DA6DD9-2D13-4B8F-8E7D-885D16C2FF6D
124822;;"Dubout, Charles; Fleuret, François";;Research institution;2014-04-27T00:00:00Z;US13/624375;Idiap;Granted;2012-09-21T00:00:00Z;;Object detection method, object detector and object detection computer program;Patent;;2012;54EE45A9-156E-4CC3-BEFA-863301EC2418
150226;"Judith Wehrli serves as a scientific advisor to the FOEN for issues related to marine debris and microplastics and accepted two mandates related to the work of the UN Environment Programme (UNEP) in this field. The FOEN nominated her as a scientific advisor to UNEP. She served as a member of the UNEP Advisory Group for the Study on Marine Plastic Debris and Microplastics (UNEA-2) in 2015 and as a peer reviewer for a publication by UNEP in 2016. A follow-up project is still on-going.
";;;;;;;;;Other administration / public sector;Federal Office for the Environment (FOEN);Expert/reviewer activity;http://www.unep.org/about/sgb/Portals/50153/UNEA/Marine%20Plastic%20Debris%20and%20Microplastic%20Technical%20Report%20Advance%20Copy.pdf;2015;8145356A-2977-437C-8B57-5A3E973DE7AD
132992;Medical Expert;;;;;;;;;;Swissmedic;Expert/reviewer activity;http://www.swissmedic.ch;2010;4F81732D-29B7-49AE-8121-8B43746E64FE
140610;Mentorat für die MA-Thesis von Riegler Maja im Bereich Datenvisualisierung im Raum.;;;;;;;;;Other administration / public sector;Berner Fachhochschule, Hochschule der Künste Bern;Expert/reviewer activity;;2015;D7591BAD-9187-461A-B571-D65E20EEAC6C
132900;Reviewer;;;;;;;;;Other administration / public sector;Bilateral Korean-Swiss Science and Technology Cooperation Program;Expert/reviewer activity;;2013;BFA25B14-40A4-4105-8343-733A7F0796A0
179256;;Greber, Urs;;Research institution;;EP18205033;UZH;Pending;2018-11-07T00:00:00Z;;Nelfinavir in treatment of adenoviral infection;Patent;;2018;27345F25-5405-4010-9E6A-F9EA99BFB86D
146754;;"Luedtke, Nathan W.; Rieder, Ulrike";;Research institution;;064165;University of Zurich;Pending;2015-06-24T00:00:00Z;;Methods and products from the reaction of tetrazines with nucleic acids bearing ethenyl aromatic groups;Patent;;2015;EC8286AA-DA3B-42D4-BA76-ECA320BC019D
166445;Reviewer;;;;;;;;;Other administration / public sector;Alberta Prion Institute;Expert/reviewer activity;;2016;EB6C4296-6700-4278-A650-FCBED5B3B9F2
173198;"People involved : Antoine Vialle
Role : External Expert on urban soils
Dates : 25-26/10/2019
";;;;;;;;;Other foundations / NGOs;Climathon Zürich 2019 – Organizers: Impact Hub Zürich, Stadt Zürich;Expert/reviewer activity;https://www.stadt-zuerich.ch/gud/de/index/umwelt_energie/news/Climathon2019.html;2020;BD569CF9-5C5B-4398-8A3C-8B3F49486BD4
141271;;;Software;;;;;;;;"XD2015 A Computer Program Package for Multipole Refinement, Topological Analysis of Charge Densities and Evaluation of Intermolecular Energies from Experimental and Theoretical Structure Factors ";Licences (software and other);http://www.chem.gla.ac.uk/~louis/xd-home/;2015;691624FF-72B2-4548-9594-F6AF0175BACD
130344;Social Sciences Report. Egg donation and IVF with donated eggs: lessons to be learned from other countries;;;;;;;;;;Federal Office of Public Health;Expert/reviewer activity;;2013;7CCCEC58-3BF9-4A4B-81B7-23D99AEB640B
149643;;;;;;;;;;;Demonstrations on-line de procédures expérimentales sur propre site web.;Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);http://www.unifr.ch/neuro/rouiller/research/own-projects/tech/;;998A5500-CA0C-43AB-AE8B-DE40CB1A2AF1
155506;Gutachten zur Nutzung von multi-bi aid im Rahmen der französischen Entwicklungszusammenarbeit und strategische Empfehlungen zur Weiterentwicklung;;;;;;;;;Other administration / public sector;Agence Francaise de Développement;Expert/reviewer activity;http://www.afd.fr/webdav/site/afd/shared/PUBLICATIONS/RECHERCHE/Scientifiques/Papiers%20de%20recherche/07-papiers-recherche.pdf;2015;DAC3EEB1-72F5-4E06-B8B6-407DC5BDEB04
162583;guidelines;;;;;;;;;Other foundations / NGOs;ESCMID;Expert/reviewer activity;https://www.clinicalmicrobiologyandinfection.com/article/S1198-743X(16)00020-3/pdf;2016;86755B1F-2FAA-4C32-AC60-62B49DF695FA
134911;;;;;;;;;;;Grafisch aufbereitetes Factsheet zur niederschwelligen Kommunikation der Ergebnisse in die Praxis (z.B. Jugend-Schutzorganisationen);Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);http://www.eukidsonline.ch/wp-content/uploads/2013/04/Factsheet_EU_Kids_Online_Schweiz.pdf;;5EFC46F5-283B-4EC4-AD50-61EB31007C00
168855;"Begutachtung des Artikels: „Anstaltspraxis und Psychiatrie - Medikalisierungsprozesse in Deutschschweizer Nacherziehungsinstitutionen (1930 bis 1960)"" (SZG-RSH-12-0072) ";;;;;;;;;Other foundations / NGOs;Schweizerische Zeitschrift für Geschichte;Expert/reviewer activity;;2017;5B0766B5-8622-4004-9DED-7297FF407EA9
156869;contributions to legislation/guidelines;;;;;;;;;Other foundations / NGOs;academy;Expert/reviewer activity;;2017;FACDDFC8-C0D6-48BA-B88A-D9CC1BBA49C1
150934;"Committee Member “Graduate School for Cellular and Biomedical Sciences"": evaluation of proposed PhD projects of the University of Bern; being an independent mentor of students";;;;;;;;;Other administration / public sector;University of Bern;Expert/reviewer activity;;2015;A5AD108D-7CE4-40CC-914C-585BF259C763
150934;PhD Student co-advisor (Alex Marzel), University Hospital Zürich/ Division of Infectious Diseases and Hospital Epidemiology/ Switzerland (Main supervisors: Prof Roger Kouyos, Prof Huldrych Günthard);;;;;;;;;Other administration / public sector;University of Zürich;Expert/reviewer activity;;2014;79657E24-3FDB-41E9-9D37-E08FEE4AC26B
150934;;;;;;;;;;Other administration / public sector;Member National Strategy Hepatitis C;Expert/reviewer activity;;2015;2DACB031-BC56-41DA-8B70-2AC48B648146
150934;;;;;;;;;;Other administration / public sector;Reviewer for various scientific journals including PLoS Medicine, JAMA, Lancet Infectious Diseases, Lancet Global Health, Nature methods etc;Expert/reviewer activity;;2014;1F75FD7E-2328-437F-92E4-5182CC4C3A69
177585;;;;;;;;;;;Lehr- und Informaitonsvideos auf Spanisch über das Food Sustainability Assessment Framework;Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);https://compasbolivia.org/g-de-vd/;;56F913F4-0BFB-41A7-BD76-7A9205D7D151
177584;;;;;;;;;;;"Role-playing game on yam systems called ""J'IGNAME"".  Developed with the group FORDEV of the ETH Zurich as a tool to understand how stakeholders understand and manage their soils and cropping systems and to communicate the options developed in YAMSYS.";Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);;;4C45D258-4F31-4181-B193-4D95D294F800
190634;;;;;;;;;;;VBA-Find-Replace;Software;https://github.com/mig2895/VBA-Find-Replace;2021;35364661-5BFD-4C52-A658-83104ACCE879
177585;;;;;;;;;;;Manual on how to conduct a FoodSAF-Assessment;Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);https://www.cde.unibe.ch/unibe/portal/fak_naturwis/g_dept_kzen/b_cde/content/e65013/e542846/e542016/e1134868/e1134869/NEWFoodSATGuide_final_eng.pdf;;B12FF7BA-D71F-42AF-80C3-711AF7782327
155841;;;;;;;;;;;Learning Monocular Dense Depth from Events;Software;https://github.com/uzh-rpg/rpg_e2depth;2020;E89E2338-116C-48F5-B3BA-5019C205E324
155841;;;;;;;;;;;DroNet: Learning to Fly by Driving;Software;https://github.com/uzh-rpg/rpg_public_dronet;2018;B1EEB69C-2301-410B-91D2-4B7BE3890DE7
190663;;;;;;;;;;;Experimental beam line at former treatment unit Gantry 1 at PSI for radiobiology/radiochemistry experiments, open to external users.;Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);;;F6AA4052-D135-4D2D-AF3C-81B8F4B28D3B
