Award_InvolvedPerson;Award_Title;Award_Year;AwardId;GrantNumber
Singh, Laura;Postdoctoral Fellowship, Ryoichi Sasakawa Young Leaders Fellowship Fund (Sylff) (declined);2021;F43EF314-0AFF-4511-A12A-7D2C35DBCF7E;184378
Fischi, Elda;"Magna Cum Laude Award 
ISMRM 25th Annual Meeting";2017;A350CF26-39A3-48D9-BC83-453A18EA6AF9;172286
"Labhardt, Niklaus; Ringera, Isaac";"Stiftung Pfizer Forschungspreis 2019; Bereich: Infektiologie, Rheumatologie und Immunologie;

https://www.pfizerforschungspreis.ch/de/preisträgerinnen";2019;EA37A938-3EF0-4388-80E8-4917DFFAD3B9;160876
Bezzola, Selina;"KfW Prize for Excellence in Applied Development Research
Selina Bezzola receives the 3rd prize for her PhD dissertation entitled “The consequences of Corporate Social Responsibilities for mining communities in Africa”. 
https://www.kfw-entwicklungsbank.de/Internationale-Finanzierung/KfW-Entwicklungsbank/Denkfabrik/Förderpreis/";2021;83EB5A48-CB66-4FA3-9AE4-34B40133F76D;160897
Jost, Kerstin;"Chair of first ""Early Career Investigator"" Section of the European Society of Pediatric Research (ESPR)";2022;1E6CE145-F81E-48F7-A7F1-DE56D488B80F;194474
Carrillo Sanchez, Juan David;Jackson/Knowlton Award for the best paper published by a fellow of the Smithsonian Tropical Research Institute;2021;51D12B5D-D359-4F55-9876-002F358481F3;186733
Isaac, Manuel Gustavo;THOUGHT Trust Conference Grant;2019;66E9F0CD-A46B-4E09-AE9E-436CCE955AF5;183807
McCarthy, Anders;Paul Niggli Medal;2020;F4A8690A-F36E-4B06-86CA-F98C0DA8B3E8;180794
Lechleitner, Franziska;"EGU 2021 Division Outstanding Early Career Scientist ";2021;1A65CF58-55E4-4991-954F-3005C70B8946;180789
Jost, Kerstin;"Katja Adolphson was awarded as ""Best research project of pediatric residents at Karolinska University Hospital, Stockholm"". She is a team member and me (Kerstin Jost) was one of her supervisors. She was additionally able to present her data in the very prestigious ""Young Investigator Award Session"" at the online jENS Congress 2021. ";2021;7820F892-973D-47BC-AE07-08C28F98E7A0;194474
Cristea, Simona;Dana-Farber Cancer Institute COVID19 Microgrant;2021;D913C68B-8EBA-42F6-8303-61B54B4631E4;183830
Lüthi, Dino;Second place in Postdoctoral Fellow Showcase at Experimental Biology 21;2021;4A65949B-9D14-4676-A142-775C792407F1;191032
Wolfisberg, Raphael;"Best Abstracts Award

Awarded by the Journal ""viruses"" at the HCV2021 conference. 
 ";2021;27121750-EFC2-42A9-9286-100ED18E4E50;183952
Schürch, Christian;Travel Grant, European Hematology Association (complimentary registration to the virtual annual meeting);2020;169BAF21-6851-48EC-9744-521668D46A43;183915
Wolfisberg, Raphael;"Young Investigator Grant

Awarded by the organizing committee of the HCV2021 conference. Free conference participation; The Young Investigator Grant recognizes outstanding young investigator's research accomplishments and looks to promote their attendance at HCV2021 to present their research.  ";2021;D6CCB56D-B646-4240-A5F0-CD04214A35EB;183952
Cristea, Simona;SNSF Return Fellowship;2020;136FD128-75DA-400A-BE87-3BEF5D782731;183830
Stojkov, Darko;"Novartis prize for best poster presentation at the Spring Meeting of the Swiss Society
of Pharmacology and Toxicology ";2022;65CC1EFF-F8C1-4834-BD45-C4EFEF2F378D;191063
Yildiz, Soner;FLUOMICS 2.0: Next Gen EMBED Program, 2021 Award recipient;2021;961632C6-FC63-4585-8A24-9DA8C30936BE;199292
Beaud, Flavien;"Citation for Outstanding review in a journal of the American Geophysical Union
(https://eos.org/agu-news/in-appreciation-of-agus-outstanding-reviewers-of-2019)";2020;FE055807-E2B5-4CD4-96BC-8AF7357CCA48;191105
Nguyen, Huu Tuan;"Second Prize Vertex Postdoctoral Award ";2021;D5F23158-063A-44FA-96A3-0AB575E5EB04;186779
Asgari, Samira;10X Single Cell Genomes Scientific Challenge;2019;0556BDB5-77C5-4E0A-B352-2227EBE883EE;183823
Labouesse, Marie Anais;Conference Scholarship, Keystone Symposia;2021;F18687C3-3844-4AD0-A552-59F7BDA07145;180841
Labouesse, Marie Anais;EBBS Young Investigator Award / Travel Award;2021;1B0CCA94-BD4E-403C-AD6D-4627829D14BA;180841
Krieger, Jean-Philippe;PIs of tomorrow 2019 - Jury prize (Life Science Switzerland);2019;7D6EAD3C-9814-42D0-87C7-82DE4823A01D;183899
Chamel, Jean;"Lauréat 2020 de la Fondation des Sciences Sociales
https://fondation-sciences-sociales.org/jean-chamel/";2020;F45E28CB-0BCD-493A-8875-40F085DA2CE6;190993
Neyroud, Daria;"Post-doctoral poster award ";2019;541A1339-CD7C-45A6-8FA4-CDDEA2583571;180814
Krieger, Jean-Philippe;"Randall Sakai New Investigator Travel Award 
Society for the Study of Ingestive Behavior ";2021;6A56D194-BCBE-4B43-A621-F972956D2050;183899
Asgari, Samira;Nature Inspiring and innovative science reserach award;2020;FA3F88B8-B57F-412B-96E3-6B0FA34D0640;183823
Schroeder, Thomas;2021 Foresight Fellow in Biologically Inspired Engineering;2020;D1F85EC3-DAB8-4E86-AACD-1CC3E691E976;180743
Labouesse, Marie Anais;Early Career Scientist Grant, Hellobio;2020;11151D43-78E2-46FA-8655-614EB5C3B454;180841
Léchot, Timothée;Prix de l’essai et de la critique littéraires de l’Institut national genevois;2019;262723F3-3E6A-4857-965E-64B0AF9FDD57;180714
Krähenbühl, Lukas;SGDV Lilly Immunodermatology Award 2021;2021;D51DC9EC-2321-4129-8637-D365EA7E4362;199318
Koechlin, Helen;Inger Salling Preis für Psychiatrie;2020;CF0A4599-2B4A-44AE-8C52-5DC6D9797242;186658
Nguyen, Huu Tuan;Second Prize Ruth and William Silen, MD Poster Award;2021;65CE71E5-4EC3-424C-8B39-E9F2047BAFFC;186779
Neyroud, Daria;"Next Generation Cachexia Researchers distinction ";2018;77304ACD-7A3A-42B2-B78F-8BE587892206;180814
Buetti, Niccolò;ESCMID young Investigator award for research in clinical microbiology and infectious diseases.;2020;B88A4F6C-7CD7-4FDC-8606-67DE44AA24B2;183865
Bichsel, Colette;NAVBO – IVBM 2020 E-Poster Award;2020;77A92051-61B0-4745-9A24-72FFC9174DF0;183848
Jones, Emma Letizia;"Harvard-Richard Rogers Fellowship, Wimbledon House, London

https://www.gsd.harvard.edu/2020/01/announcing-winners-of-2020-richard-rogers-fellowship-the-wimbledon-houses-residency-program-for-architectural-and-urban-research/";2020;A27B53E0-BAED-4AEB-80CF-AF59F6903288;186654
Baldini, Edoardo;"APS ""Carl E. Anderson"" Division of Laser Science Award";2019;1BED603B-CC7A-45DE-A08A-5FB18BD5147D;183842
Queloz, Matthieu;Lauener Prize for Up-and-Coming Philosophers;2022;11A49D91-27F7-47C1-9134-A44907990006;199210
Khazaei, Faten;"Prix Brigitte Schnegg de La Société Suisse d’Etudes Genre SSEG
Le prix a pour but de récompenser des travaux scientifiques d'excellence dans le domaine des études genre en Suisse qui contribuent aux changements politico-sociaux.
https://www.gendercampus.ch/fr/sseg/prix-brigitte-schnegg/winner-of-the-2021-brigitte-schnegg-prize
";2021;2DD03F34-3946-4B00-A0FB-FD928EB9C419;194411
Hoekstra, Marieke;"Amicitia Excellenza Price ";2021;2DA4F900-CE5D-446F-B657-06BD1C5E4046;186769
Baykusheva, Denitsa Rangelova;Bronze Talk Prize at the ``Low Energy Electrodynamics in Solids'' (LEES 2021) conference;2021;C7CF23F5-6479-48EB-B5B0-2A9E24FBF526;194343
Vaccaro, Giannina;"Global Marie Curie Fellowship (MCGF):

To follow up my career plans I was awarded a EU MCGF in 2018. However, I decided to decline this fellowship before any funding was allocated to me. 
";2018;C639A1B9-BE67-45B2-A46A-3B8494B441D7;180732
Stoffel, Bertrand;Winner, Social Sciences, Partnership for Clean Competition Virtual Poster Session 2021;2021;7E8630CC-31F7-489C-A6CC-BC2C08A5C48F;180728
Helfrich, Eric Jan Nikolaus;ETH Medaille;2019;F866E6C5-BFEA-4789-88A7-0A0DD63C9DD8;180801
Rodighiero, Dario;Best Data Visualization of Digital Humanities;2021;AB6E5D3A-F4ED-44DB-8B5A-ECAAFE4035AF;194442
Ojeda Naharros, Irene;Second best flash presentation;2021;D966001B-5FB9-4327-8DA6-7DB530E33400;191097
Benz, Dominik C.;Best Abstract at the Swiss Congress of Cardiology;2022;BEBAD64F-1EEB-4A75-B7C0-362E4E0A8949;199305
Müller, Monika;"Prix Perspectives. Award for innovative care and integration of persons living with mental illness and their families. ";2021;2412A502-899B-4B76-A7BC-B4307B8EC3F8;191034
Rosenthal, Raoul;Poster Price ETH Zürich Microbiology & Immunology Graduate School Retreat;2013;16E1712D-2860-4FAC-AD17-344912C2629E;136828
Erb, Tobias;Named Talented 12: Up& Coming Chemists of 2015 by C&EN of the American Chemical Society;2015;05DAC31F-BF86-4B81-A53E-A881ECC10CA8;136828
Payne, Joshua L.;Dan David Prize Scholarship in Bioinformatics;2015;7128F0F3-4848-4C5D-8D2C-71584DE5A1C4;154773
Voitchovsky, Kislon;FEMS Lecturer Award;2012;DDB751B0-01C0-4FEF-AFC7-8F184B5360C4;136941
Voitchovsky, Kislon;Young International Scientist;2012;FCB5753B-4F8A-4DE9-AE1F-F57EC438D931;136941
Zscheischler, Jakob;Arne Richter Award for Outstanding Early Career Scientists (EGU 2022);2022;3F0DA19C-360A-4C5A-B5AC-DEEFD9E13837;179876
King, Carolyn;Novartis Stiftung fuer Medizinisch-Biologische Forschung;2014;8F6009DA-3159-4053-BC39-433FA23ADE27;142645
Bastiaansen, Josefina;Top 10% downloaded articles - Magnetic Resonance in Medicine (https://blog.ismrm.org/2020/06/23/top-downloaded-mrm-articles-from-2018-and-2019/);2020;8B70AD80-CBFF-49BE-8CD2-AA62370A138D;167871
Bastiaansen, Josefina;Junior Fellow Award from the International Society for Magnetic Resonance in Medicine (ISMRM);2019;A5DB56E4-4436-46F0-9B36-C14B5F11CCDA;167871
Bastiaansen, Josefina;Gold star Reviewer Award, Journal of Cardiovascular Magnetic Resonance;2019;636B47E0-1E8E-4F3C-A498-EAB7A6C12C91;167871
"Bastiaansen, Josefina; Mackowiak, Adele";ISMRM Summa Cum Laude Merit Award (to Giulia Rossi);2020;A863905E-D5FF-4763-80F0-F1A7E9CFC0E1;167871
Flückiger, Christoph;Associate Editor of Psychotherapy Research http://www.tandfonline.com/action/aboutThisJournal?show=editorialBoard&journalCode=tpsr20#.UpxqnqUdWD0;2014;588F06BC-D130-4E4D-BD52-8BA5B0B7E9A8;136937
Teubner, Jens;Best Demo Award;2011;B2492190-3E35-4A00-9EEF-67914861B68A;126405
Asmussen, Tina;Listenplatz im Berufungsverfahren für die Assistenzprofessur für Geschichte der Frühen Neuzeit an der Universität Zürich;2018;ECC3ED60-0AA9-46A9-9F92-16A8220228B2;167858
Isa, Lucio;Representative of ETH Zurich for the Global Young Scientists Summit in Singapore 20-25.01.2013 (5 young researchers for the all of ETH);2013;7876EFDA-D2AF-49F6-AC79-BDEE312CF668;142532
Savu, Veronica;Honorable Mention for Optical Image at EIPBN conference;2011;52BDDF72-8657-4B9B-8199-266751E8755B;121923
Ullrich, Nina;Best Paper Award;2013;AA4AF49C-87F6-41B7-9E96-AACC6B1FA179;131987
Matasci, Damiano;"First Book Award de l’International Standing Conference for the History of Education (ISCHE) pour l’ouvrage ""L’école républicaine et l’étranger""";2017;84C8544F-244F-461B-B949-6EAF68AC0926;161530
Sforazzini, Giuseppe;Foundation for Technological Innovation (FIT) - Innogrant;2016;E3E99D29-C560-444F-80F3-1A394F87494F;148050
Woods, Mischa;"Winner (with co-authors) of the AHP-Birkhäuser Prize, awarded to the most remarkable contribution published in the journal Annales Henri Poincaré in 2019 (see DOI:
https://doi.org/10.1007/s00023-018-0736-9
for publication). Award consists in a 3000 Euro prize and an invitation to present the work in a special session at the International Congress of Mathematical Physics (ICMP) held in Geneva (August 2-7, 2021). See https://www.springer.com/journal/23/updates/17215710 for previous awardees.";2019;881F312E-8573-477B-9741-1698AEAE3E5C;179914
Castets, Perrine;"Basel University - Research funds for Junior Researcher ";2018;4E9640B9-6E57-414A-8A07-4753AF188DAB;154753
Bischof, Daniel;" American Political Science Association’s European Politics and Society best article award 2022";2022;F8015F5B-22E2-4DD8-A879-081178BF9881;179938
Marthot-Santaniello, Isabelle;Travel-grant for Junior Researchers from the Swiss Academy of Humanities and Social Sciences to attend ICDAR conference in Australia.;2019;69EEA72D-92EE-4F3F-815A-4D8332CE4719;174149
Huber, Claudia;Best poster, 3rd place;2023;77FD59B9-21E6-47F6-8BB0-A07AC78CFFAA;198985
"Grylka, Susanne; Müller, Antonia";"Prize for best poster:
Title: Selbstmanagement und Betreuungsbedarf von Erstgebärenden während der Latenzphase
Congress: Schweizerischer Hebammenkongress, Thun, 18.-19. Mai 2022";2022;0082654E-8920-4C11-8072-88DE30AA7D56;199085
Hänggi, Esther;Professor Title;2021;4F08DF1C-954D-4A77-9512-D44766E7233F;199084
Nikolin, Hilaj;EFFoST PhD Student of the Year Award (3d prize);2021;16792481-80D6-4C04-BF0D-44CEA0BCAB24;199073
Strassel, Karen;Best Poster at the International Conference on Organic Electronics, ICOE-2018, Bordeaux, France;2018;0E0B997C-C28C-4401-9CC4-AB451C298693;164179
Strassel, Karen;Best Poster at the International Conference on Interfaces in Organic and Hybrid Thin-Film Optoelectronics, INFORM 2019, Valencia, Spain;2019;675EDB75-2754-400B-B190-60A51749E0DF;164179
Gagneux, Sebastien;Gardner Middlebrook Lifetime Achievement Award;2019;B22958AA-3720-4A94-BA5D-3322B01FE249;164171
"Palivan, Cornelia; Rigo, Serena; Xu, Jian; Zhang, Xiaoyan";Poster-prize on the Christmas symposium 2016;2016;CE2F77C2-D507-4BBE-8620-A7B592ED7405;156367
"Courtine, Grégoire; Wagner, Fabien";1st poster prize at the EPFL Brain-Mind Institute Research Day to Tomislav Milekovic;2016;D753B4B5-530A-41CF-940E-C73E093B8270;156331
"Courtine, Grégoire; Wagner, Fabien";Nomination for the BCI Award 2017;2017;C4D8A7E0-2C4D-4A8B-B4D1-E00E4C1D897E;156331
"Becker, Christoph; Petrusca, Lorena; Salomir, Rares; Terraz, Sylvain";Prix François Terrier;2017;04A90027-DE94-439C-A7B3-83C40BA98CCD;143980
"Petrusca, Lorena; Salomir, Rares";"First Prize awarded  in the section ""Interventional MRI"" at ISMRM (International Society for Magnetic Resonance in Medicine ) 2015, Toronto.";2015;C518FB18-F590-45D7-9336-ACD7E21255DC;143980
"Becker, Christoph; Salomir, Rares";Prix François Terrier;2013;412BADA3-6E28-4403-AB74-EAA27F5D7177;143980
Guerrero Dallos, Jairo Arturo;Personal fellowship for Carmen Mosquera from Colciencias;2012;E303B125-DE69-4426-970A-1BBD0DD86972;124080
Duyne Barenstein, Jennifer E.;"Commendation Award for the best scientific paper presented at the International Conference on ""Building Resilience"", Ahungalla, Sri Lanka, Organized by the Centre for Disaster Resilience, University of Salford, UK.";2013;783A826B-73A5-41ED-9BE0-6D61567E7F1D;131340
Gari, Sara;Fellowship AECID;2011;37DBB4A9-3826-4F8D-A170-9BAC4D19A84F;123907
"Antoni, Mathieu; Scrivener, Karen";best postgraduate presentation, cement and concrete science 2010 meeting in Birmingham;2010;37ACE623-D3E4-43D6-B81E-749B57AD181C;124011
Vannini, Sara;Best presentation at IPID 2012 Symposium;2011;5BF2D22D-2D42-4400-A74C-06F8F6135A20;131339
Vannini, Sara;Best presentation at IPID 2011 Symposium;2012;930006B1-4D35-415A-B3B5-BD457DBF5EA5;131339
Gari, Sara;Student fellowship AIDS 2012 conference;2012;81711E5D-BA0B-487D-9F62-0657B0ED1BF9;123907
"Antoni, Mathieu; Martirena, J. Fernando; Scrivener, Karen";"Award of the Cuban Academy of Sciences:
Activación de Arcillas de Bajo Grado para la Producción y Uso de Puzolanas como Sustitutos de Clinquer en Sistemas Cementicios Ternarios Clinquer-Metakaolin- Carbonato

";2013;CEF500C0-C822-4166-A36A-3AA5A8905B6C;124011
Gari, Sara;Student fellowship 'Structural drivers of HIV' Conference 2011;2011;C4DD90FA-A530-4E71-AB82-33A61872A335;123907
Rühs, Patrick Alberto;Best postdoc presentation at the Soft Matter Interface conference at Monte Verita;2017;0DA3C27F-CADA-41D3-8D4D-DDE2D7654DDB;157696
Rujeerapaiboon, Napat;PhD Award of the Swiss Operations Research Society;2017;B24E737C-1A6B-4EBF-A118-A01D45959E6B;157733
Binelli, Marco Riccardo;"Best rapid fire presentation at the ""2nd Young Scientist Symposium by the SSB+RM Young Scientists""";2017;C4697E6F-FF56-4763-A1D5-5036C9179A80;157696
Binelli, Marco Riccardo;Poster Award and Best Image Award - MaP Graduate Symposium, ETH Zurich;2018;0BEF5D01-776E-40A1-B8A8-3E2F6B854AEB;157696
Mehrabi, Kamyar;CRC Press poster prize at the European Winter Conference on Plasma Spectrochemistry;2019;3EA7C7D1-B5BF-44BE-8F4E-404D0EB45355;174061
Baud, Maxime;Swiss Neurological Society;2018;D9BDE43A-FC6D-4E00-8498-99C0E791246A;179929
Gehring, Kai;Associate member of the European Development Network (EUDN). I was proposed as an associate member of the European Development Network (EUDN).;2018;E2143005-6685-4100-9DFB-EEBE38083A4D;174049
Galson, Jacob;St Cross College Ralph A. Lewin Prize;2016;77C6F98B-7904-492B-BC02-829264FF926F;161147
Schöb, Christian;SNF Förderprofessur;2017;B1F66C4F-246A-4A4E-9A28-51419B66BFA2;148261
Boissonnet, Raphaël;Best poster award, Alpine Brain Imaging Meeting 2020, Champéry, Switzerland;2020;519B8F83-86A1-48EF-A979-68468ABD5615;167836
Megevand, Pierre;Prix Bizot de la Faculté de Médecine de l'Université de Genève;2022;446F9D09-C403-4963-9C2D-EE8BCDD74258;167836
Eickhoff, Carsten;Winning entry to the BioASQ 2017 Biomedical Question Answering Challenge;2017;554A1D26-13BA-4D46-91BD-DFCA5B3889C4;174025
Irla, Magali;Young Investigator Award (1st prize)-International Cytokine Society (ICS);2012;6E6B898C-F1A6-4848-A05A-CFC5460EE497;131945
Nerini, Daniele;"Prize for best student presentation at the International Symposium on Weather Radar and Hydrology (WRaH), Seoul, South Korea ";2017;2C3CBBC1-67E5-4CBB-800C-A0B9964F2E7A;161316
Stadler, Tanja;Fellowship Wissenschaftskolleg Berlin 3 Month;2012;C9BE4B3B-BD8A-4E43-964C-47A164E090A7;136820
Frey, Olivier;"Highly Commended Award (£5000) in the 3Rs Prize competition 2014 of the British National Center for the Replacement, Refinement and Reduction of Animals in Research (NC3Rs) for the paper entitled ""Reconfigurable microfluidic hanging drop network for multi-tissue interaction and analysis"" in Nature Communications.

https://www.nc3rs.org.uk/3rsprize";2014;43F4B2BB-7214-42E0-BD4D-0B103BC2201E;142440
Serra, Joaquim;""" Jose Luis Rubio de Francia Prize"" from the Royal Spanish Mathematical Society";2018;57D20B74-8B54-4F69-A71A-22939977DC6F;180042
Filippone, Michele;NISQ Google Award;2019;9F5A2890-C33D-457B-8AF2-F4AE379B8A7A;174038
Simmler, Linda;Young Investigator Award from the Swiss Society of Biological Psychiatry;2022;42BD0B00-4FA4-4245-B67D-7AEAB0A11067;174178
Navas Guzmán, Francisco Jesús;Fellowship of the Emergía program (Regional Government of  Andalusia);2021;F1B85A55-8475-434D-9158-B3E2A3809728;168114
Jessen, Henning;SNF Professorship 2015;2015;66B7FCD8-E438-4C5B-9A2C-5A62E16F6911;136816
"Everts, Regula; Mürner-Lavanchy, Ines; Ritter, Barbara";Poster Price Scientific Poster Joint Annual Meeting of SSNR and SSNP;2012;C4893854-F5D2-42AE-81CE-56AA86F68375;126309
Grosser, Tobias;"Polly Labs got recognized as Google Summer of Code Organization

Grants were given to students directly.";2018;9F993B40-C070-4C35-B456-87D85581E6A8;168016
Koren, Elad;Alon Fellowship;2017;33359B2C-5CC3-4533-AC07-7DF1E186783A;161388
Pezzato, Cristian;Ciacomo Ciamician Medal (awarded by the Italian Chemical Society);2020;D0471260-CF76-49D4-BD42-4CA50B7B68B2;180008
Job Sutnar, Veronika;"Conrad-Ferdinand-Meyer-Preis ";2016;670B5AB1-87A0-4A96-A2CE-772A890CC873;131858
Kling, Sabine;Best oral presentation (CXL expert's meeting 2019);2019;FF15DDD8-C336-4766-B8CD-F0FEAD38C522;174113
Günther, Tobias;Eurographics Young Researcher Award 2021;2021;4A18F545-7F67-4121-B210-56D43C852337;180114
de Seigneux Matthey, Sophie;Prix du Meilleur Privat Docent;2014;06048C0D-CB65-4E42-905B-56EF6E49D7DF;142402
Müller, Sean;APSA Federalism & Intergovernmental Relations section Best Paper Award, for a paper co-authored with David Siroky, Michael Hechter and André Fazi;2018;231A21E7-C82F-4C3D-B900-FCA43B961ABA;161257
Caprettini, Bruno;Junior Researcher Awards at the Sports, Data, and Journalism Conference in Zurich;2018;78A6C732-3824-4981-BAE4-F24062B3C5D3;173998
Fuchs, Tobias Andreas;Fellow of the European Society of Cardiology (FESC);2017;99865BBD-BB08-480F-9876-2471415AB7AF;171766
Burivalova, Zuzana;NatureNet Science Fellows Program (awarded partly based on results obtained during the SNF fellowship, to be started in 2017);2017;BA470CFC-6237-4F28-97E5-0C594612BC8C;159088
Zingg, Emanuel;"Gewinn des Wettbewerbs der Kommission für Alte Geschichte und Epigraphik des Deutschen Archäologischen Instituts, München: Übernahme der Publikationkosten des Manuskripts ""Die Schöpfung der pseudohistorischen westpeloponnesischen Frühgeschichte. Ein Rekonstruktionsversuch"" in der Reihe ""Vestigia"" des Verlages C.H. Beck, München";2015;95A81567-1E42-4D41-8A54-4437EFBA5A54;155104
Guguchia, Zurab;Swiss National Science Foundation Advanced Postdoc Mobility Fellowship (Grant No. P300P2_177832);2017;AB105E3A-4AFC-4D2B-86F4-03C052E5D62A;161980
Pröbstel, Anne-Katrin;ECTRIMS-ACTRIMS Young Investigator Travel Award;2017;781EAD6C-F38E-45DF-922E-9A7CD951391D;164938
Pröbstel, Anne-Katrin;ACTRIMS Forum Young Investigator Award;2018;843996AD-6F9E-4533-86B6-E4B765A2EF02;164938
Gazzola, Mattia;Cover of the Journal of Fluid Mechanics;2013;4577FF09-9CCA-464D-96C3-E4959B3E154C;148735
Hustedt, Nicole;Human Frontiers Science Program Postdoctoral Fellowship;2016;27E8D846-F080-4A4E-8E5D-E1626E7A3703;161923
Schaub, Lukas;"Harlan Fiske Stone Scholar

Awarded in recognition of superior academic achievement.";2016;40CD095B-4476-4322-B552-6FC1DEFCB27D;161920
Zanini, Michele;"Enzo Ferroni Award for a Young Scientist ";2018;BCF5E52B-855D-46B2-BD12-CD9045E7505B;178502
Maier, Larissa;FuturiZe Early Career Bursary to attend the 3rd Lisbon Addictions Conference in Lisbon;2019;8DFB8826-A679-49A0-B633-96E2BA354934;174812
Maier, Larissa;CPDD Travel Award for Early Career Investigators to attend the CPDD 80th Annual Scientific Meeting in San Diego;2018;346D9622-6D42-483A-BA3E-1A3ECF70ED80;174812
Puumalainen, Marjo-Riitta;EMBO long-term post-doctoral fellowship;2015;893226BD-C1A4-4675-AD52-726640F3FE44;158770
Salvi, Nicola;JMR Award;2017;7C075CBB-4A58-4CCA-8DAC-BCE49A79DCCC;148858
Fernández-Terán, Ricardo;"30th International Conference on Photochemistry (ICP) - Best Poster Award ";2021;34C747E4-7242-4D92-92D0-26852B2D6C12;199422
Pillet, Fabien;"Habilitation à l'Université de Fribourg (CH) 
Obtention de la Venia Legendi en littérature comparée";2020;EF664F14-5965-4CA2-9153-783BBAF51F47;174873
Farhan, Alan;SNSF Advanced Postdoc Mobility;2016;DC4A73E7-B2AC-4D26-A112-61D12AAB1597;158793
De Niz, Mariana;"Edouard Adolf Stein Prize ";2017;678D5C94-7635-4975-ACD9-37AAE778F4B4;165396
Hanke, Ulrich M.;"Certificate of Outstanding Contribution in Reviewing in ""Organic Geochemistry"" (Scientific Journal)";2018;BD1F5550-3BDD-4F64-B7B6-AB378EBBC2C7;178044
Huang, Shiqi;European Membrane Society (EMS) Young Academic Award;2022;E2E8BB6B-7C78-41C6-A3D3-C8BC94239EBD;199831
Kapil, Venkat;Oppenheimer Research Fellowship;2022;5833F653-102F-437C-9767-A4C69C80C082;191678
Kapil, Venkat;Sydney Harvey Junior Research Fellowship, Churchill College;2021;4EBCAE53-06B3-4D20-91BA-B93363104DD9;191678
Ackermans, Nicole;AAA Postdoc Registration Award;2021;29EE9CF1-73A1-49A1-A830-9DC6957A96FE;191255
Suarez, Catherine;Best poster prize;2018;1E2E244A-F731-47AE-9FB1-BB9DF004B232;158711
Desgrandchamps, Marie-Luce;Prix jeune chercheur, mention humanitaire international, décerné par la fondation Croix-Rouge française;2018;69DF128E-314E-456C-A17B-A495D0889CFD;168269
Peyrou, Marion;"Price for the best oral communication at the congress of the Spanish Society for the Study of Obesity ";2015;D35B635F-617C-42E7-96FA-379C6998CBA9;155699
Drinnenberg, Antonia;Human Frontier Science Program Long-term Fellowship;2019;F965E2FF-5419-46D6-A37D-0855804FB63A;184437
Fiacco, Serena;Science Award. Awarded by the Swiss Menopausal Society.;2020;A1EDCCD6-F2E9-4F97-9F64-E392484F3CC3;187611
Kuhn, Daniel;George Nicholson Outstanding Student Paper (adviser), INFORMS Prize;2018;BF064F1D-75F7-4ABC-A073-D8D8ADA172AC;157733
Kossler, David;"Top 8 % Distinction ISIC PhD ";2017;F013DEE3-8254-455C-958F-F9B327E54858;157741
Gradinaru, Simona Raluca;Postdoctoral grant: Conceptualizing urbanization as driver of agricultural land abandonment;2018;B0F0C327-F855-4AFA-948C-9253ADF070D5;157789
Schmid, Franziska;"Global Land Programme 4th Open Science Meeting 2019, Best Poster Award
";2019;C5970CE2-1826-410D-B6B2-6491EBDDEFF1;157789
Oliveira, Eduardo;Appointed Editor in Chief of the Regional Studies Association Regions Magazine;2017;B4E0735B-3D2E-4A7F-BEA9-D363804658CB;157789
Wipfli, Oliver;Poster prize, International Conference on Laser Spectroscopy 2017;2017;DC62BE4F-30BD-42A0-BA26-987256B85E75;157834
Kossler, David;Best Poster Presentation Award, 1st Swiss Industrial Chemistry Symposium, 2016, Basel;2016;48865F52-4BB8-456A-B68F-D53788892A2C;157741
Panek, Sylwia;Preis für das beste wissenschaftliche Poster an der Molecular Approaches to Malaria Conference 2020 in Lorne, Australien.;2020;6A158217-8E1F-46FE-8EC8-EE2DA87E060F;157729
Arnold, Isabelle;Best workshop oral presentation prize, 11th World Immune regulation meeting (WIRM), Davos, Switzerland;2017;8384A66C-3A3C-4007-A5DA-3FE6BF502ABE;157841
Arnold, Isabelle;"SNF Eccelenza ";2019;7D9CC3AE-66D8-4792-8409-22F1225091BE;157841
Hersperger, Anna M.;Honorary Professor of the University of Bucharest;2019;9F69DFDE-1697-4F84-B18B-C1A32B45EE40;157789
Pagliarin, Sofia;German Research Foundation (DFG, German Excellence Initiative), Bamberg Graduate School of Social Sciences (BAGSS) Otto-Friedrich-Universität Bamberg, Germany;2017;4B0C5C2F-04A3-4540-B61B-3CE6CB73634B;157789
Pierri-Daunt, Ana Beatriz;Maria Zambrano Grant;2021;A04120C9-DE8D-4157-A0DA-1849750D9DEC;157789
Kossler, David;Best Oral Presentation Award in Organic Chemistry, SCS Fall Meeting 2016, Zurich;2016;30B9835A-E1BA-4696-A611-3F565D6BDD9B;157741
Jessberger, Sebastian;Robert Bing Prize of the Swiss Academy of Medical Sciences;2016;4DD0ED94-66A2-4F96-9FEA-8EA0C0DC8942;157859
Pagliarin, Sofia;Swiss National Science Foundation International Short Visit Fellowship Pagliarin Sofia;2017;CF133626-D672-4085-98A3-226FDBC2B7D3;157789
Gradinaru, Simona Raluca;Elected Secretary General of the European Association for Landscape Ecology (IALE Europe);2016;A03B89BC-75DF-4E27-BA60-36B082ECDCE9;157789
Prieto Ramos, Fernando;SNIS International Geneva Award;2015;EFE42471-5FB0-420A-B70E-DE77F5185451;157797
