GrantNumber;KnowledgeTransferEvent_Date;KnowledgeTransferEvent_Event;KnowledgeTransferEvent_InvolvedPerson;KnowledgeTransferEvent_Place;KnowledgeTransferEvent_TargetGroup;KnowledgeTransferEvent_Type;KnowledgeTransferEvent_Url;KnowledgeTransferEventId
122266;2012-02-12T00:00:00Z;"Samedi du livre ";;Paris;"Administration / politics; Art; Education";Self-organised;;E02DEF48-C3FC-486B-85ED-52CF0BC8B154
156162;2017-08-30T00:00:00Z;TDB Bank Annual Board of Governors Meeting;Humphrey, Christopher;Savoy Conference Center, Mahe, Seychelles;Other administration / public sector;Talk;;1D3326F2-9E1B-4A21-B62F-810256053820
122584;2011-10-13T00:00:00Z;Forom NV;Rieder, Philip;Yverdon, Switzerland;Other administration / public sector;Talk;http://www.foromnv.ch/forom_quoi.php;26517DC3-E5F4-47C9-A4EB-2BDA21F2E14B
135050;2012-11-28T00:00:00Z;Live flight demonstration at TEDx talk;;Zürich;Industry and business;;;5D88E468-FF24-4BCB-AA2F-06F08AF2C259
132572;2014-08-19T00:00:00Z;Lunchveranstaltung in einer grossen Wirtschaftskanzlei zu OR 2020;"Huguenin, Claire; Meise, Barbara; Purtschert, Tina";Zürich, Switzerland;Industry / private companies;Talk;;98BCCF04-ED9D-4B5D-9D74-814798659002
160196;2020-10-15T00:00:00Z;9th World Congress of Veterinary Dermatology (virtual format because of covid-19), continuing education talk;Marti Schalch, Eliane;Sydney, Australia;Industry / private companies;Talk;https://wcvd-9.com/?v=1ee0bf89c5d1;7C222E9D-2AEB-41F9-B022-05DDB7F6A109
160196;2019-04-10T00:00:00Z;14. Jahrestagung - Netzwerk Pferderforschung Schweiz;Novotny, Ella;Avenches, Switzerland;Industry / private companies;Talk;https://www.agroscope.admin.ch/agroscope/de/home/themen/nutztiere/pferde/netzwerk-pferdeforschung-schweiz/nwt-2019.html;6944FC14-8DD0-48A4-A1A9-2B2E70644764
125421;2011-02-01T00:00:00Z;Stress et attachement après un traumatisme;Borghini, Ayala;SUPEA Lausanne, Switzerland;Other administration / public sector;;;C76494BB-CAD3-410A-8866-CE1A9269FF43
133128;2013-09-23T00:00:00Z;Kultur an der Kantonsschule Stadelhofen, Vortrag und Diskussion über Stammzellen;Sommer, Lukas;Kantonsschule Stadelhofen, Switzerland;Other administration / public sector;;;34BFEAF4-29B1-495F-8E70-02E9A75B1E2F
133128;2013-05-13T00:00:00Z;Vortrag zum Thema ‘Stammzellen’;Sommer, Lukas;Kantonsschule Wettingen, Switzerland;Other administration / public sector;;;0E3722AB-01BD-4A6D-A026-7B529F819FEE
133128;2011-03-02T00:00:00Z;BrainFair 2011, Diskussionsforum “Fehlentwicklungen des menschlichen Gehirns”;Sommer, Lukas;ETH Zentrum, Zurich, Switzerland;Other administration / public sector;;;82992BB0-D7EA-47C3-8B13-5317BC4C9384
173696;2021-05-20T00:00:00Z;Workshop: Young people’s nightlife: perspectives from social computing, human geography and alcohol research;;Online, Switzerland;Other administration / public sector;Self-organised;https://www.idiap.ch/project/dusk2dawn/workshop;754F6CCD-E3AA-4600-B671-9FB12D469B07
156922;2016-10-10T00:00:00Z;Alvin Lucier 85th Birthday Festival;;Zürich, ZHdK, Switzerland;Other administration / public sector;Self-organised;https://www.zhdk.ch/2016-2082;F6C654FE-9AB5-40DE-9EA3-25FB2D2CF64B
169662;2019-06-11T00:00:00Z;Conférence HEC-ASA : Assurances vie, maladie ou sociales : quel(s) outil(s) pour financer la santé et les soins de nos aînés ?;;Lausanne, Switzerland;Industry / private companies;Self-organised;https://www.unil.ch/dsa/en/home/menuinst/seminaires--evenements/conferences-en-assurances.html;358F03E8-EB50-4E4B-88F6-7EEAC904F069
140639;2014-04-12T00:00:00Z;taz-Kongress 2014_ Podiumsgespräch zu Musik und Globalisierung;Burkhalter, Thomas;Haus der Kulturen der Welt, Berlin, Germany;Other foundations / NGOs;Performances, exhibitions (e.g. for education institutions);;1DBCF712-0DB6-4AFB-A858-A4E58140B7C5
169733;2019-11-08T00:00:00Z;15 Jahre Epo- Studie;;Children's University Hospital of Zurich, Switzerland;Other administration / public sector;Self-organised;;293BAE5E-8D03-4B92-8531-52DACB186F5A
117891;2012-01-14T00:00:00Z;Fachspezifisch-Pädagogisches Coaching in Lehrpraktika. Begleitung von Studierenden im Quartalspraktikum – ein Forschungsprojekt. Informationsveranstaltung für Praxislehrpersonen der PH Zürich;"Futter, Kathrin; Staub, Fritz C.";Zürich, Switzerland;Other administration / public sector;;;EFA07F0F-CB4E-4F7D-8959-A4EB8D75A176
117891;2012-01-11T00:00:00Z;Fachspezifisch-pädagogisches Coaching in Lehrpraktika. Begleitung von Lehrerstudierenden in Fachpraktika – Ein Forschungsprojekt. Informationsveranstaltung für die Lehrerstudierenden der PH Zürich;"Futter, Kathrin; Staub, Fritz C.";Zürich, Switzerland;Other administration / public sector;;;6334AFA9-AB00-43C6-806B-0415D5185192
130850;2012-12-13T00:00:00Z;Soirée de l'Espoir;Courtine, Grégoire;Rolex Learning Center, Switzerland;Industry / private companies;Talk;http://www.irp.ch/fr/funding/evenements/espoir.php;CCE480A4-A152-476E-BBCF-A3B00B90AD7D
178944;2019-03-19T00:00:00Z;Outreach for high school students_ Tag der offenen Laboratorien;"Bezinge, Léonard; Shih, Chih-Jen; Solari, Simon Fabio";ETH Zurich , Switzerland;Other foundations / NGOs;Poster;;61A67B4E-16EF-4384-9938-827D8394009F
147673;2015-06-06T00:00:00Z;"open door day of the EBPI, University of Zurich. Splashy study presented to the Public by posters and parcours demonstrating the aim and scope of the study. ";;Zurich, Switzerland;Other administration / public sector;Self-organised;;9B2CCAA2-5AF5-44B2-9C95-7B4E62B76066
147673;2016-09-23T00:00:00Z;Heart rate variability;Messerli-Bürgy, Nadine;Bern, Switzerland;Other administration / public sector;Workshop;;D7F7AAB6-DF54-436F-B0A6-825B615A4FF6
147673;2016-12-12T00:00:00Z;Improving cardio-metabolic and mental health in women with gestational diabetes mellitus and their offspring;Puder, Jardena;Lausanne, Switzerland;Other foundations / NGOs;Talk;;24DFD6F2-E0DF-44C6-A01A-82E6FDCB005A
147673;2015-06-25T00:00:00Z;Fortbildungsanlass und Treffen der Fachgruppe Gesundheitsförderung, Public Health;Messerli-Bürgy, Nadine;Olten, Switzerland;Other administration / public sector;Talk;;880F2ECB-2757-40A7-B1A6-0071740D46C9
137749;2014-12-02T00:00:00Z;Möglichkeiten zur Reduktion unsachgemässer Müllentsorgung;Franzen, Axel;Ostermundigen, Switzerland;Other administration / public sector;Talk;;3DAFA7C5-5162-46AD-B29D-29D0FBA5A673
155903;2017-09-04T00:00:00Z;Summer School on Mass Balance Measurements and Analysis;;Bishkek, Kyrgyzstan;Other foundations / NGOs;Self-organised;;2EB971C3-3787-4B42-8052-7BEA32D13A9E
132047;2011-04-21T00:00:00Z;Séminaire de recherche Statistique en sciences sociales et démographie, Université de Genève;Martenot, Aude;Genève, Suisse, Switzerland;Other administration / public sector;Talk;;F103DCF4-0CB5-44B5-88D5-A5326A2F2F58
152822;2016-05-30T00:00:00Z;EMS 2016;Kolbe, Michaela;Kopenhagen, Denmark;Other administration / public sector;Talk;;444E3AD8-C6CF-45D5-8B30-7B7BBF71B27F
152822;2015-09-18T00:00:00Z;European Safety Course;"Grande, Bastian; Kolbe, Michaela";Männedorf, Switzerland;Other administration / public sector;Talk;;3BC4B290-C6DD-4945-A807-298F8BB27276
152822;2017-03-11T00:00:00Z;Simulation and research;;New York City, United States of America;Other administration / public sector;Self-organised;;3EB481E9-6744-439B-BBCD-0313741F6FFF
152822;2015-10-17T00:00:00Z;InSim;"Grande, Bastian; Kolbe, Michaela; Seelandt, Julia";München, Germany;Other administration / public sector;Workshop;;A2E3D988-305C-47BE-8A9E-04FC070F800A
152822;2016-01-16T00:00:00Z;IMSH 2016;"Grande, Bastian; Kolbe, Michaela; Seelandt, Julia";San Diego, United States of America;Other administration / public sector;Workshop;;F0A77FE5-302B-4EBD-B241-D0B0F98FADE3
200616;2022-06-28T00:00:00Z;Studie zur Jugendsprache: erste Ergebnisse;;Zürich, Switzerland;Other administration / public sector;Self-organised;;6337062A-EFE2-4213-A854-A3899F572048
200616;2022-06-27T00:00:00Z;Studie zur Jugendsprache: erste Ergebnisse;;Zürich, Switzerland;Other administration / public sector;Self-organised;;D0E45E04-0C12-4FCC-A256-04F47D61F3FD
138545;2013-11-29T00:00:00Z;Advanced debriefing techniques: Combining advocacy-inquiry with methods from systemic family therapy;"Grande, Bastian; Kolbe, Michaela";San Francisco, United States of America;Other foundations / NGOs;Workshop;;17229D40-A55C-44A5-B4EE-8215BD0147FD
143922;2015-01-14T00:00:00Z;BSSE-Novartis Workshop: Engineering Biomedicines –  The Next Frontier;Paro, Renato;Basel, Switzerland;Industry / private companies;Workshop;;B3B6C8E7-0D85-4861-8114-262C619D4D26
152872;2015-04-21T00:00:00Z;Meeting of the Swiss Heart Foundation;Freigang, Stefan;Zurich, Switzerland;Other administration / public sector;Talk;;1AF88F95-9858-45C6-89B6-0617887BA8CF
130469;2012-04-12T00:00:00Z;Ärztefortbildung Triemli Spital Zürich;;Zürich;Health care;;;1C4D9881-D775-45FA-8C6B-80226982F817
146858;2015-04-24T00:00:00Z;Symposium conduit au Colloque CAHR;;Genève, Switzerland;Other administration / public sector;Self-organised;;5E05F98B-A800-47B7-B444-D2CB53F2B023
156778;2016-05-09T00:00:00Z;University education and social mobilization of Dalits;George, Alex;Nagpur, India;Other foundations / NGOs;Talk;;52295D97-8BC4-4993-90A2-04BBF74D1FE5
156778;2015-10-12T00:00:00Z;Revitalizing Education for Democratic Citizenship among School Students;George, Alex;Bangalore, India;Other foundations / NGOs;Workshop;;9179120A-C55B-4B22-A323-D387F204B7A0
153430;2015-10-19T00:00:00Z;State Street/TED Speaker series talk and discussion;Home, Jonathan;Krakow, Poland;Industry / private companies;Talk;;7BD190A8-5D9B-470D-80B5-05EDFE4D7C6E
150239;2016-03-18T00:00:00Z;"Roundtable “Women’s and Gender Studies in Arab and Swiss Universities""";;Zürich, Switzerland;Other foundations / NGOs;Self-organised;https://www.aoi.uzh.ch/de/genderstudies/GENiUS/womens-and-gender-studies.html;13CA6BAD-6303-41CC-AB9B-A32FC373B312
150239;2017-04-07T00:00:00Z;Public Panel Discussion „Teaching Gender: Theory and Society in the Classroom“;;Zürich, Switzerland;Other foundations / NGOs;Self-organised;https://www.aoi.uzh.ch/de/genderstudies/GENiUS/teaching-gender.html;B2843552-C9B7-4FB3-A339-D16F7C2CDA4F
143203;2015-03-12T00:00:00Z;"Conférence-débat organisée par le Groupe Regards Critiques ""L’islam et les musulmans dans les initiatives de l’UDC: la perpétuation du mythe du 'choc des civilisations'""";Dellwo, Barbara;Université de Lausanne, Switzerland;Other administration / public sector;Talk;;E12DE014-C344-4143-80BA-A5B14096738E
143203;2016-03-05T00:00:00Z;"Table ronde ""Regard en 3D: différence, diversité, discrimination""";Salzbrunn, Monika;Université Populaire Albanaise, Genève, Switzerland;Other administration / public sector;Talk;;02AAC66D-9B9E-4B01-B471-564380C6B24C
134863;2014-05-15T00:00:00Z;Einblicke in die SNF-Studie „Kooperation im Kontext schulischer Heterogenität (KosH). Referat im Modul „Integration, Kooperation und Unterrichtsentwicklung“ der Interkantonalen Hochschule für Heilpädagogik;"Kreis, Annelies; Wick, Jeannette";Zürich, Switzerland;Other administration / public sector;;;F20DC3FA-46F7-4BE8-9805-5B3E0C854E05
152019;2016-05-01T00:00:00Z;Palm oil Congress, Colombia;Rueda, Alejandra;Bucaramanga-Santander, Colombia;Industry / private companies;Talk;;3A7FB24A-20F7-4952-A1D1-05DF7E75D550
152019;2016-06-19T00:00:00Z;ATBC's Montpellier Declaration on sustainable oil palm, drafted by members of the OPAL project;Ghazoul, Jaboury;Montpellier, France;Other administration / public sector;Talk;;7FC0A042-EE47-405A-BB03-03B6A01F5A3A
152019;2016-04-04T00:00:00Z;Game session Yaoundé, Cameroon;;Yaoundé, Cameroon;Other administration / public sector;Self-organised;;A07359BC-789B-47A6-B635-27037E4FE645
167116;2021-09-23T00:00:00Z;NFP72 Extended Stakeholder Dialog meeting (WG1);Bürgmann, Helmut;Bern, Switzerland;Other foundations / NGOs;Workshop;;4A4E21DB-3146-432C-A242-7B3E2C82707A
142802;2013-06-07T00:00:00Z;"Formation ""Analyse des artéfacts du rythme cardiaque""";;Québec, Canada, Canada;Other administration / public sector;Self-organised;;9AE5DE65-8640-46DC-AC1B-A3E78F926141
179755;2022-03-08T00:00:00Z;Bachelor course on Mk 16 (Greek and NTTC), IPT Paris;Clivaz, Claire;IPT, Paris, France;Other administration / public sector;Talk;;12318C41-42EF-4354-9CCE-A2A08955645E
187828;2020-11-16T00:00:00Z;Young Scholar Initiative - Talk with Nobel Prize Michael Spence;Avaro, Maylis;Online, United States of America;Other administration / public sector;Workshop;;95F5B101-7717-44EC-9C7F-2BCCC7F78649
193915;2022-08-13T00:00:00Z;National Science and Technology Fair (Thailand);"Homchan, Aimorn; Uttamapinant, Chayasith";Impact Arena, Bangkok, Thailand, Thailand;Other administration / public sector;Performances, exhibitions (e.g. for education institutions);http://thailandnstfair.com/index.php/home/;4D4F66C5-8410-4743-A9C0-7E5B9B03E8BE
193915;2022-02-07T00:00:00Z;SJF Study Week in Chemistry –  outreach for high-school students;;EPFL (PI laboratory), Switzerland;Other administration / public sector;Self-organised;https://www.epfl.ch/labs/leago/reasearch/outreach/;9D26F35A-AE9D-499F-BF0C-7BC1936A7AEC
155062;2017-07-08T00:00:00Z;“Lascaux V (or The Birth of Art)”. In Second Nature, Curated by J. Simon, International Photography Festival Tel Aviv.;Hardliz, Ronny;Tel Aviv, Israel;Industry / private companies;Performances, exhibitions (e.g. for education institutions);;283DAE93-AAD6-4196-9504-9F8EA1EFCB05
171811;2017-09-08T00:00:00Z;Nouveaux matériaux et renouvellement des approches pour la recherche en histoire récente;Naef, Céline;Lausanne, Switzerland;Other foundations / NGOs;Talk;;7797167D-377C-4787-B9EF-2A4A0FF4B55A
171811;2017-11-03T00:00:00Z;Recherche sur la discrimination. La recherche interdiscipinlaire sur la discrimination RSRD;Naef, Céline;Berne, Switzerland;Other foundations / NGOs;Performances, exhibitions (e.g. for education institutions);;E5C0AF2F-1B13-4007-B9B3-54DF6C889A2D
171811;2017-09-04T00:00:00Z;The league of Wifes;Naef, Céline;Kansas City, United States of America;Other foundations / NGOs;Workshop;;7B3455EE-A734-4350-BD05-CC1A2E57A0FD
145329;2013-10-31T00:00:00Z;"Basler Papiermühle: Schweizerisches Museum für Papier, Schrift und Druck, ";Happel, Jörn;Basel, Switzerland;Other administration / public sector;;;51E9AA42-A526-4C91-98A8-6C84E78352A4
149100;2014-10-22T00:00:00Z;Cure - I never promised you a rosegarden;Speck, Roberto Federico;Zurich, Switzerland;Other foundations / NGOs;Talk;;EE88E4ED-102F-41DD-8CF9-1233F10DDB34
138238;2012-03-01T00:00:00Z;DOK Winterkolloquium 2012;"Fliessbach, Andreas; Gattinger, Andreas; Mäder, Paul; Scheifele, Michael";Zürich, Switzerland;Industry / private companies;;;26FA478A-115D-4B27-9AE1-81B6B334D481
203694;2022-05-19T00:00:00Z;startup days;Grnarova, Paulina;Bern, Switzerland;Industry / private companies;Talk;;D9925C6F-E441-455F-8A83-CDFA30C0C96C
126099;2012-04-17T00:00:00Z;Research in Nanoscience Global Conectivity;Meier, Wolfgang;Basel, Switzerland;Industry / private companies;Talk;;3494C37B-0EDD-46E4-AF20-D0341EDA6E9F
126099;2012-04-23T00:00:00Z;Hanover Messe;Meier, Wolfgang;Hannover, Germany, Switzerland;Industry / private companies;Talk;;527A5B32-A24A-42EC-BC63-A13F96E308F4
194450;2022-07-02T00:00:00Z;Vocational training course “Ungewollte Kinderlosigkeit – psychosoziale Beratung und Begleitung bei Kinderwunschbehandlungen” (unit on surrogacy);Siegl, Veronika;Austrian Academy of Psychology, Vienna, Austria;Other administration / public sector;Talk;;AAEFB00F-6BB5-45E5-BAA7-2BAA08A2316B
172445;2021-09-15T00:00:00Z;Brightcon 2021;;Zurich / Virtual, Switzerland;Industry / private companies;Self-organised;https://2021.brightcon.link/;E69FC663-FA99-4112-A66F-56AC02CB350F
187876;2019-09-10T00:00:00Z;"Valorization of Agroforestry Residuals in the Philippines ";Kyriazopoulos, Michail;Los Banos, Philippines;Industry / private companies;Workshop;;E839411F-D398-4BF8-B3C5-7F61DEF2622E
110692;2009-07-28T00:00:00Z;Bilingualism and Multilingualism: Comparing Swiss and Canadian Language Policies / Le bilinguisme et le multilinguisme: une comparaison entre les politiques linguistiques de la Suisse et du Canada;Späti, Christina;Schweizer Botschaft in Ottawa, Canada;Other administration / public sector;Talk;;5D5C8A07-38BF-4FFF-9591-27F7DCAAA371
199522;2022-05-18T00:00:00Z;Project presentation and demonstration (CAS-C project);Hosseini, Nahid;EPFL-Lausanne, Switzerland;Industry / private companies;Performances, exhibitions (e.g. for education institutions);;B975151E-810A-4BD2-B9F7-0147F32F858D
196177;2021-09-03T00:00:00Z;Scientifica Zurich;Greber, Urs;Zurich, Switzerland;Other administration / public sector;Talk;;7D07C36E-5855-445C-B2F1-7BEB116175AC
161181;2015-09-08T00:00:00Z;"CLASS CVSP 202 ""The Early History of the First Monotheism""";Schlaepfer, Aline;American University of Beirut, Lebanon;Other administration / public sector;Talk;;4550A486-9CAA-487A-9BB3-818822C28A40
161181;2015-11-26T00:00:00Z;"CLASS SOAN 242/ SOAN 324T ""Seminar in Globalization and Migration""";Schlaepfer, Aline;American University of Beirut, Lebanon;Other administration / public sector;Talk;http://www.aub.edu.lb/Events/Pages/EventDetails.aspx?ItemId=2172;80369B27-410B-44DD-A4BC-82974AB0B316
198680;2021-02-24T00:00:00Z;Invited seminar within Master course in Mechanical Engineering, Boston University;Cacucciolo, Vito;Online, United States of America;Other foundations / NGOs;Talk;;2BB20C98-89DD-478F-BB98-05E3AA47BBD4
123377;2010-11-13T00:00:00Z;"5. Tageskliniksymposium PDAG, Workshop ""Depressionsbehandlung""";;Aargau, AG;Health care;;;FB6905B1-A618-4EE7-AA46-3CC358EFECD4
133701;2016-03-04T00:00:00Z;Eclairages Vairès sur l'enseignement par immersion: Enjeux, défis, solutions;"Golestani, Narly; Hervais-Adelman, Alexis";Geneva, Switzerland, Switzerland;Other administration / public sector;Talk;http://www.factworld.info/cache/files/336.pdf;90A89062-A63C-4EBD-92C2-3CFD2676C31A
170683;2021-10-06T00:00:00Z;USZ Forum Gendermedizin;Wegener, Susanne;Zürich, Switzerland;Other administration / public sector;Talk;;15B836B0-49E6-4A24-8150-2B98DB2CB108
170683;2021-09-04T00:00:00Z;CAS Sex and Gender in Medicine Module Neurology/ Psychiatry;;Zürich, Switzerland;Other administration / public sector;Self-organised;;BBB1CE1C-5AC0-45C0-8F05-D0544CFFAE4F
159286;2017-12-07T00:00:00Z;"Computerisierte Trainingsverfahren in der Suchtbehandlung, interne Weiterbildung in der Klinik Südhang in Kirchlindach ";Stein, Maria;Kirchlindach, Switzerland;Other administration / public sector;Talk;;91290DB3-47D8-4FA7-9543-D0023D2ACCD3
128639;2010-03-11T00:00:00Z;Deme Presentation during the 2010 high-school students bi-annual visits (Journees des Gymnasiens);;Lausanne, Switzerland;Education;;http://bachelor.epfl.ch/page-25486-fr.html;D30D3FFA-D1B4-42DF-B759-536A65E6EC24
128639;2011-06-16T00:00:00Z;Poster Presentation at the 2011 Research Day of the School of Computer and Communication Sciences;;EPFL, Lausanne;Industry and business;;http://ic.epfl.ch/researchday2011;EF07BDBF-928E-48FF-B487-7CAD85646463
128639;2011-03-10T00:00:00Z;"Demo Presentation during the 2011 high-school students bi-annual visits (Journees des Gymnasiens) ";;EPFL, Switzerland;Education;;http://bachelor.epfl.ch/page-25486-fr.html;FD5CFB9A-CD83-46FC-8E6B-CFC7C8D5D88E
128639;2010-11-16T00:00:00Z;Demo Presentation during the visit of high-school students from the  Gymnase du Bugnon of Lausanne;;EPFL, Lausanne;Education;;;436863D0-3F86-4558-B5F0-D2C4E48E78F9
128565;2013-09-18T00:00:00Z;Internationale Bodensee Konferenz;Wirtz, Petra;Gottlieben, Switzerland;Other administration / public sector;Talk;;B496600B-F2AA-41AE-957B-7F8BC0BE2513
136890;2013-11-17T00:00:00Z;Round robin test on tar sampling and analysis from a lab scale bubbling fluidised bed gasifier (BRISK event);;Villigen PSI, Switzerland;Other administration / public sector;Self-organised;http://briskeu.com/home/facilities;8916B809-1152-46CA-8B75-7D573635D977
157468;2016-04-07T00:00:00Z;Formation pre-graduée en épigenetique pour étudiants en médecine de 3ème année;Riggi, Nicolo;Lausanne, Switzerland;Other foundations / NGOs;Performances, exhibitions (e.g. for education institutions);;CA16F88A-8064-401F-BEF9-55329FE4EC8A
157468;2016-04-14T00:00:00Z;Formation pré-graduée pur étudiants en médecine de 3ème année;Riggi, Nicolo;Lausanne, Switzerland;Other foundations / NGOs;Performances, exhibitions (e.g. for education institutions);;40BC9FA5-31FD-423A-B642-7DFAD884755B
139300;2013-11-29T00:00:00Z;9. Jahrestagung des Netzwerkes Rekonstruktive Sozialarbeitsforschung und Biografie;Grosser Ummel, Caroline;Schwerin, Germany;Other administration / public sector;;;E5799FDB-0CD4-45C1-B7A2-7CFEAC6BF3A9
146381;2015-03-24T00:00:00Z;Neues Antibiotikum in Griffweite;;Universität Zürich, Switzerland;Other administration / public sector;Self-organised;http://www.news.uzh.ch/de/articles/2015/neues-antibiotika-in-griffweite.html;8EC9C10C-894C-4873-A1FD-9FD461B67A97
154056;2016-06-01T00:00:00Z;"A poster for the general public is on display ";Nazeeruddin, Mohammad Khaja;Lausanne, Switzerland;Industry / private companies;Poster;;4B6F42F9-0C12-4B75-9CE0-26D9AD0B4C51
154049;2016-04-12T00:00:00Z;Advisory Board Meeting with Industrial Partners;;Olten, Switzerland;Industry / private companies;Self-organised;;A4F6A45D-14D0-4EB8-B014-A2478FDE268A
160366;2020-01-22T00:00:00Z;"Meeting with stakeholders to present the results to local health authorities as well as presentation of material on hypertension and diabetes ";;Itahari, Nepal;Other administration / public sector;Self-organised;;0BFFB67B-7816-4F79-9C56-04166B7EE075
160366;2017-08-10T00:00:00Z;1st Co-creation meetings with communities in Sábie and Moamba (micro-level);;Moamba, Mozambique;Other foundations / NGOs;Self-organised;;FAB88D42-6103-4C66-85D8-2A0A1A21D458
160366;2018-04-18T00:00:00Z;COHESION 4th Peruvian Advisory Board Meeting;;Lima, Peru;Other administration / public sector;Self-organised;;555AC9B6-B51A-45BC-9D44-514ACF8DB372
160366;2017-11-01T00:00:00Z;2nd round of Co-creation interviews with national stakeholders (macro-level);;Lima, Peru;Other administration / public sector;Self-organised;;921ABAF6-BB0B-4056-8003-CF389CA5E460
205218;2022-05-09T00:00:00Z;Einweihung Schwerlastbrückenmodul aus Holz;Franke, Bettina;Biel/Bienne, Switzerland;Industry / private companies;Performances, exhibitions (e.g. for education institutions);https://www.bfh.ch/de/aktuell/veranstaltungen/einweihung-schwerlastbrueckenmodul-aus-holz/;498DD465-A75B-4534-B433-A2CD4BEBC7D4
174082;2021-03-13T00:00:00Z;Vierte Schweizer Tagung zur Mensch-Tier Beziehung;"Hediger, Karin; Marti, Rahel";Basel (online), Switzerland;Other administration / public sector;Talk;;1CD87286-C46B-4C58-8296-D2C59E2B4C74
121989;2011-01-28T00:00:00Z;Towards Pharmaceutically Acceptable CO-RMs;Zobi, Fabio;Instituto De Tecnologia Quimica E Biologica (ITBQ), Oeiras, Portugal, Portugal;Industry / private companies;Talk;http://www.itqb.unl.pt/events/seminars/towards-pharmaceutically-acceptable-co-rms-cardiomyocytes-response-and-co-releasing-properties-of-17-electron-rhenium-dicarbonyl-complexes;B8F01452-5F4A-4B75-96B0-272194641BFE
153942;2018-01-19T00:00:00Z;Le Val d’Arolla comme lieu de recherche scientifique;;Sion, VS, Switzerland;Other administration / public sector;Self-organised;http://wp.unil.ch/alpenv/presentations/;73FA3B23-10FF-4675-9E96-02B0D9CA85FF
153767;2015-09-24T00:00:00Z;Jahrestagung QM Holzheizwerke® Schweiz, Deutschland und Österreich;;Horw, Switzerland;Industry / private companies;Self-organised;http://www.qmholzheizwerke.ch;D3F258AE-4B29-4267-B523-513A68DAFF48
153767;2015-09-24T00:00:00Z;Jahrestagung QM Holzheizwerke® Schweiz, Deutschland und Österreich;Lauber, Adrian;Horw, Switzerland;Industry / private companies;Talk;https://www.qmholzheizwerke.ch;BB138188-E196-450E-9751-CEB080265392
123671;2009-10-04T00:00:00Z;International Bar Association;Bediou, Benoît;Madrid, Spain;Other administration / public sector;;;4F39E4E9-1D4B-4AA3-A065-55744B6349AC
153775;2018-11-07T00:00:00Z;"Hybride Freileitungen – technische Optimierung und gesellschaftliche Akzeptanz, ""ETG-Fachtagung Leitungsbau""";"Franck, Christian M.; Hedtke, Christian Sören";Dietikon, Switzerland;Industry / private companies;Talk;;5827C62D-6665-4412-A933-51F804E6088E
155427;2017-08-18T00:00:00Z;Luttes de conceptions entre ONG internationales et communes autour des projets d’accès à l’eau potable au Bénin;Anziani-Vente, Morgane;Mairie de Nikki, Benin;Other administration / public sector;Talk;;B6EFCE36-7A5E-4158-99FD-B56F33611382
151006;2015-10-30T00:00:00Z;Jahresversammlung der Schweizerischen Vereinigung der Musiksammlungen;"Güggi, Cédric; Sidler, Florence";Lausanne, Switzerland;Other administration / public sector;Talk;http://iaml.ch/fileadmin/IAML/Dokumente/programm_jv.pdf;1F2AF1C6-D893-42C7-96CC-8DD3B9E15EDC
123048;2015-04-30T00:00:00Z;VSA Jahrestagung;Bürgmann, Helmut;Lucerne, Switzerland;Other administration / public sector;Talk;;6C865EF1-175B-4313-8ABA-6B8CDE606D28
123048;2012-11-29T00:00:00Z;Cercle des Sciences naturelles de Nyon: Alerte aux micropolluants;Gregorio, Vincent;Nyon, Switzerland;Other administration / public sector;Talk;http://www3.unil.ch/wpmu/svsn/uvss/societes-membres/csn-nyon-la-cote/;AD73DB0F-DDCE-4FA0-BF10-BA31B511C021
151977;2016-05-30T00:00:00Z;"Lecturing modules 2016 in the Environmental Biotechnology Advanced Course of the Biotechnology Studies Delft Leiden ";Weissbrodt, David Gregory;Delft, Netherlands;Other administration / public sector;Talk;http://biotechnologycourses.nl/courses/environmental-biotechnology-course/;DB2A9109-89AA-432D-B6B5-39926217DFB2
69221;2007-04-12T00:00:00Z;"Zur Dynamik von Re-Integrationsprozuessen nach stationären Aufenthalten. Impulse für die Sozialpsychiatrie.  ";Sommerfeld, Peter;Psychiatrische Universitätsklinik Waldau, Bern, Switzerland;Other administration / public sector;;;5E7A422E-CF5E-47C6-A4E2-E2C5E8317E10
69221;2008-04-15T00:00:00Z;"Re-Integration nach Straf- und Massnahmenvollzug – Zur Dynamik von Individuen und sozialen Systemen. Weltaktionstag Soziale Arbeit, veranstaltet von avenir social, ";"Hollenstein, Lea; Sommerfeld, Peter";Bern , Switzerland;Other foundations / NGOs;;;CDD70A6C-F0EF-43E5-A54C-E4B0E4847180
158920;2016-04-23T00:00:00Z;Spring University workshop on parental leave and gender equality, organized by the political group solidaritéS;Valarino, Isabel;Lignerolle, Romainmôtier, Switzerland;Other foundations / NGOs;Workshop;;39FA5CDB-3CB1-4FBC-93A4-BA06BBB288A8
155474;2016-06-02T00:00:00Z;3rd Harvard-Tsinghua Workshop on Low Carbon Development and Public Policy;Binz, Christian;Beijing, Tsinghua University, China;Other administration / public sector;Talk;;54A042AE-F9F3-4BB7-81E5-531D6A41E20E
